word1,word2,count
fatigué,par,1
une,mairie,1
rasée,une,1
parler,ainsi,1
eux,dînerais,1
bords,étaient,1
heure:,si,1
heure,elle,1
si,fringant,1
au,groupe,1
nous,faudrait,1
grand,étang,1
dettes,et,1
patte,de,1
approcher,d,1
confiance,qu,1
avoir,réfléchi,1
possible,avec,1
laissé,nos,1
couloir,et,1
étaient,rapprochés,1
davantage,il,1
connus,qu,1
journée,du,1
des,nouvelles,1
qu,a-t-il,1
ou,je,1
poussin,mort,1
lui-même,est,1
déjà,finie,1
salon,cousait,1
durant,huit,1
fallait,bien,1
remords,mystérieux,1
soir,il,1
mon,travail,1
enfin,tournant,1
grande,aventure,1
saint-benoist,que,1
fleurs,artificielles,1
prie,alors,1
noire,on,1
sait,l,1
sottise,dont,1
demander,ma,1
assirent,entre,1
prête,disait-il,1
jadis,sur,1
jour,maintenant,1
comédien,voyagé,1
pâle,durant,1
en,profita,1
lande,et,1
d,arbre,1
viendrez,avec,1
tes,rêves,1
tourmentés,et,1
sainte-agathe,déjà,1
vois,épiant,1
essaie,d,1
repos,nous,1
étions,pourtant,1
un,froid,1
finies,j,1
lui,allait,1
trouver,mieux,1
venu,et,1
ennuie,et,1
ouvrier,l,1
y,ai,1
placée,sur,1
s,apercevait,1
attelée,m,1
instant,retomber,1
portail,de,1
sa,pipe,1
paysans,qui,1
et,entrerait,1
oiseaux,tourbillonnaient,1
courant,les,1
delouche,aubergiste,1
plancher,lorsque,1
à,déboutonner,1
organisée,conduits,1
etoile,avaient,1
voiture,parfois,1
chien,se,1
horloge,à,1
excusez-moi,ma,1
vous,demander,1
est,les,1
tournants,dans,1
résolut,dans,1
lui,fallait,1
lorsqu,à,1
étroite,toute,1
aussi,bien,1
dîner,pensa-t-il,1
table,ont,1
bourges,pour,1
davantage:,est-elle,1
passèrent,en,1
lui,serraient,1
manger,était,1
fille,blonde,1
visage,aux,1
tournant,imperceptiblement,1
ne,va,1
pur,de,1
reverrait,plus,1
aussi,plus,1
une,volée,1
dossier,d,1
le,revers,1
soudain,il,1
détonation,les,1
esprit,tout,1
replié,meaulnes,1
m,avance:,1
de,peine,1
le,guide,1
volés,la,1
poteau,à,1
de,tournoi,1
jeter,à,1
journée,tandis,1
faut,descendre,1
même,fraude,1
de,cours,1
révoltés,contre,1
verrez,vous,1
la,plaie,1
ni,soeur,1
hou-ou,-dites,1
infernal,l,1
chargé,de,1
arrêtait,et,1
persuadai,d,1
nos,serviettes,1
s,étageaient,1
gens,encore,1
come,par,1
le,cirque,1
dans,quatre,1
tiraient,par,1
agitation,qui,1
frapper,dur,1
nous,arrêtâmes,1
ciel,gris,1
ses,études,1
meaulnes,verrait,1
permettaient,plus,1
pareil,aux,1
pièce,ah,1
appelait,denis,1
de,fontaine,1
dépendait,de,1
bon,en,1
on,torréfiait,1
de,vert-de-gris,1
venus,voir,1
bientôt,instituteur,1
fagot,de,1
ignorait-elle,même,1
profondément,gêné,1
soulevant,un,1
vois:,il,1
retardé,chapitre,1
formés,de,1
aboyer,la,1
cette,attente,1
reprises,comme,1
risquerions,d,1
mi-voix,oh,1
irait,à,1
demande,cria-t-il,1
en,sortir,1
bouleversé,par,1
son,mariage,1
malheureux,puis,1
promesse,voyons,1
portais,voyez,1
pour,franchir,1
arrête,il,1
répondis-je,il,1
main,aux,1
refermée,je,1
vives,taches,1
pluie,le,1
mère,autrefois,1
les,fers,1
femme,elle,1
yeux,blancs,1
courses,perdues,1
de,rentrée,1
aspirés,m,1
oiseaux,démodés,1
on,travaillait,1
eux,la,1
secret,(suite),1
pensifs,ils,1
bégayant,et,1
buvaient,l,1
églises,de,1
habitait,valentine,1
et,doucement,1
soir,venu,1
nuit,elle,1
jeudi,février,1
qui,précédait,1
vêpres,un,1
deux,fusées,1
meaulnes,après,1
fière,de,1
guérison,fut,1
meaulnes,tous,1
charpentier,il,1
remonterait,aussitôt,1
repasse,avec,1
qui,appelait,1
tables,pour,1
entêté,son,1
dernières,vacances,1
gelé,montait,1
accidents,mais,1
vu,les,1
raidie,puis,1
cette,trêve,1
tranquille,une,1
soir,abritant,1
demeure,chaque,1
avais,quitté,1
soin,ses,1
costume,qui,1
sautai,à,1
banc,tout,1
aperçus,et,1
ne,dut,1
maintenant,la,1
morte,de,1
debout,regarda,1
lieues,et,1
faillit,chanceler,1
chassait,les,1
chercher,plus,1
était,trouvé,1
demander,où,1
luths,aux,1
éteint,une,1
on,soit,1
dont,tout,1
frissonnant,il,1
grands,cabriolets,1
fort,jolie,1
reconnaître,complètement,1
vivier,vers,1
vous,expliquer,1
était,égal,1
en,descendait,1
bougie,dont,1
mystérieux,endroit,1
attardés,ce,1
deviner,dans,1
sillonnés,de,1
mois,que,1
et,fondaient,1
individus,encapuchonnés,1
voir,par,1
furtif,qui,1
comment,immobilisés,1
fallait,que,1
resteras,dans,1
précieux,papier,1
seconde,très,1
un,mobile,1
me,déplaît,1
ainsi,(et,1
la,pentecôte,1
vaguement,pantomimes,1
scandé,par,1
comédie,nous,1
verres,puis,1
indéfinissable,tout,1
et,décidé,1
inutile,j,1
pourras-tu,marcher,1
de,clairière,1
se,trouve,1
subitement,avait,1
cette,morne,1
était,riche,1
abandonner,ce,1
au,pays,1
suis,promené,1
de,dix,1
dernière,lorsqu,1
cette,folle,1
sortait,à,1
mort,comme,1
a,vingt,1
nous,abritaient,1
des,regards,1
vieux-nançay,dumas,1
grise,qu,1
un,garde,1
sablonnières,habitait,1
pauvre,la,1
aimeraient,tout,1
magasin,de,1
organiser,un,1
alignées,au,1
va,donc,1
ernest,et,1
et,donné,1
écrit,bien,1
je,fermai,1
avoir,de,1
ai,commise,1
verts,en,1
pérorer,cet,1
cheval,chez,1
approcher,meaulnes,1
lac,des,1
avons,vendu,1
entendîmes,chanter,1
compagnon,l,1
joujoux,vernis,1
tacite,qu,1
prochaine,après,1
en,être,1
a,retrouvé,1
nouveau,quitter,1
nous,pensions,1
tard,j,1
sainte-agathe,meaulnes,1
réclame-t-il,il,1
m,envahissait,1
très,faible,1
seul,regret,1
rêves,enfantins,1
preuve,la,1
menaçant,a,1
longtemps,qu,1
les,mit,1
vent,s,1
fantaisie,si,1
jeunesse,était,1
voulais,pas,1
je,vinsse,1
fallut,bientôt,1
a-t-il,fis-je,1
toute,pâle,1
une,calotte,1
amer,puisqu,1
silence,depuis,1
misérable,devant,1
avait,abandonné,1
chambres,brossa,1
salle,basse,1
deux,couples,1
superstitieux,meaulnes,1
faire,ni,1
moment,je,1
une,manière,1
déçu,et,1
meaulnes,lui,1
vouloir,brouter,1
enlever,tout,1
de,médaillons,1
pâlie,toute,1
seul,loin,1
dirigeait,à,1
pays,lorsque,1
sautant,à,1
entendait,grincer,1
apercevait,à,1
colonne,de,1
rire,l,1
phrase:,monsieur,1
on,entend,1
raconter,par,1
les,taillis,1
en,rajustant,1
imagine,peut-être,1
moitié,chambre,1
retrouvâmes,augustin,1
regardais,faire,1
soldat,au,1
savait,n,1
expert,au,1
dire,au,1
année,à,1
motte,et,1
jolis,chapeaux,1
les,domaines,1
vais,entrer,1
charme,et,1
bâtiment,voisin,1
vit,passer,1
nappes,blanches,1
parents,qui,1
intervint,dans,1
un,simple,1
trouva,comme,1
voulut,rien,1
surplombaient,les,1
durent,attendre,1
découvert,et,1
plus,inquiète,1
déjà,tremble,1
invités,ce,1
commencement,du,1
yvonne,me,1
malgré,l,1
obscurité,il,1
fois,rentré,1
un,obstacle,1
dernier,vestige,1
herbe,de,1
peine,voilés,1
amenez-le,éclatèrent,1
tête,serrée,1
pas,hésité,1
peine,sortions-nous,1
soir-là,aussitôt,1
vu,dirent-ils,1
pu,m,1
posait,auprès,1
tourbillonnant,d,1
grisé,par,1
voyages,dans,1
voulut,que,1
dehors,eût,1
fixité,étrange,1
fièrement,en,1
retour,dit-il,1
bourg,tout,1
approcher,pour,1
fut,jamais,1
dépit,il,1
à,frapper,1
très,lente,1
bien,m,1
aller,ensuite,1
minute,en,1
nous,mais,1
avait,coupé,1
communications,avec,1
s,élancer,1
roulotte,était,1
puis,revenait,1
avaient,dit,1
meaulnes,car,1
oui,et,1
hésitant,des,1
temps,resta,1
ennui,je,1
croix,où,1
nous,offre,1
de,propres-à-rien,1
attend,pour,1
réponse,un,1
grave,lorsque,1
surtout,un,1
guère,à,1
l,issue,1
plus,petites,1
panneaux,arrondis,1
se,marbrait,1
certains,malades,1
les,aime,1
des,côtes,1
pont,je,1
remercier,elle,1
dépensant,j,1
la,tragique,1
vieille,bavarde,1
dehors,mais,1
elle-même,avait,1
explications,obscures:,1
récit,qu,1
nous,agrippaient,1
audace-là,dépassait,1
nous,convînmes,1
manquées,déjà,1
meaulnes,était-il,1
bientôt,meaulnes,1
haies,auprès,1
les,lessives,1
raconter,la,1
complètement,isolée,1
que,couche,1
amour,lui,1
êtes,sûr,1
quitter,nous,1
passer,mais,1
cette,couvée,1
chagrin,tandis,1
que,pourrais-je,1
monde,intérieur,1
couronnes,de,1
faire,entrer,1
fit,violence,1
renversée,luttant,1
souliers,et,1
aplatir,et,1
mal,formée,1
gênantes,que,1
presque,finie,1
dû,sans,1
grand,ennui,1
passer,valentine,1
irait,bien,1
pas,superstitieux,1
donné,en,1
avez,croire,1
distraction,forcée,1
projets,par,1
son,premier,1
hommes,quant,1
il,gagna,1
et,mouillée,1
considéré,l,1
fragile,un,1
en,haut,1
répondis-je,mais,1
cheval,pendant,1
à,quelqu,1
la,parole,1
bougeait,et,1
les,morts,1
hui,notre,1
équilibrés,elle,1
pas,parties:,1
approuvaient,bruyamment,1
silencieusement,assis,1
vieux,soldats,1
passé,tous,1
des,lieus,1
ronronnement,seul,1
bleue,est,1
meaulnes,cherchait,1
avec,quelqu,1
m,éveillai,1
instant,avait,1
comprit,enfin,1
de,journaux,1
horizon,qui,1
davantage,y,1
glauque,baignait,1
a,personne,1
ça,o,1
des,inflexions,1
sous,de,1
gens,semblaient,1
de,toulon,1
côté,alors,1
domaine,déferlaient,1
bateau,ne,1
les,demoiselles,1
accouda,sur,1
allait,aborder,1
soudain,une,1
en,écuyères,1
cette,rêverie,1
pas,obtenu,1
nous,continua,1
hâtez-vous,d,1
les,figures,1
puis-je,monter,1
clair,il,1
sapins,peut-être,1
jours,cet,1
au,sommeil,1
borne,et,1
longues,recherches,1
cris,répondirent,1
cette,fois:,1
mois,qu,1
courant,deux,1
enfermés,et,1
engageait,avec,1
s,acharnaient,1
répétant,de,1
un,bandage,1
plan,voilà,1
lendemain,fut,1
précieux,coquillages,1
plié,meaulnes,1
amis,dit-il,1
ronfler,l,1
jetant,en,1
dessaigne,le,1
une,tente,1
recroquevillé,sur,1
soir-là,lui,1
route,que,1
en,guerre,1
encore,c,1
journée,dans,1
grande,croix,1
mes,camarades,1
nous,buvons,1
flacon,de,1
derrière,traverser,1
étais,remis,1
espoir,par,1
à,fréquenter,1
tout,dire,1
bagages,la,1
désespoir,pour,1
chevaux,dont,1
la,chasse,1
feu,le,1
levait,il,1
vu,tais-toi,1
la,cadette,1
stridente,si,1
un,héritage,1
mairie,qu,1
t,a,1
écoutait,en,1
ont,conduit,1
le,poursuivre:,1
chemin,tout,1
fatigués,eh,1
éloigner,mais,1
fixe,il,1
excité,par,1
par,semaine,1
millie,florentin,1
revenons,à,1
devant,son,1
raison,lentement,1
légèrement,vieilli,1
jeune,héros,1
eau,diagonalement,1
approcha,d,1
cessez,pas,1
ménage,qu,1
craignis,d,1
moi,hanté,1
secret,que,1
elle-même,ni,1
vécu,jusqu,1
durant,un,1
cour,herbeuse,1
petit,lit,1
un,mari,1
lundi,le,1
hiver,elle,1
accouraient,quelqu,1
ouvrit:,eh,1
semblait,de,1
paris,des,1
valentine,est,1
effet,sous,1
tantôt,éclatant,1
de,piétiner,1
raison,jadis,1
rudes,et,1
ce,village,1
entendue,et,1
enfance,de,1
fille,entre,1
autres,refermer,1
pu,sauver,1
pas,jour,1
le,pris,1
passées,au,1
chiffons,les,1
demanda,augustin,1
explorer,la,1
silence,la,1
et,dispersés,1
pas,auparavant,1
mère,est,1
mère,faisait,1
comma,à,1
imagine,aujourd,1
sonnerie,de,1
osais,pas,1
éloge,de,1
et,mûrir,1
sable,le,1
jaillir,sous,1
gerbes,d,1
accroché,les,1
disputes,interminables,1
retraite,avec,1
paysanne,avec,1
paysage,gelé,1
ce,voyageur,1
gardâmes,pour,1
avec,passion,1
n,es,1
se,dévêtant,1
charmante,comme,1
m,emmènes,1
agitée,meaulnes,1
voulu,dire,1
dire,remisa,1
m,éveillais,1
glace,tout,1
boitait,d,1
et,avança,1
en,outre,1
chose,et,1
nous,saurons,1
jambe,raidie,1
profond,s,1
cordes,cassées,1
un,énorme,1
croisée,sur,1
couvercles,et,1
doute,prendre,1
écolier,et,1
élastiques,ils,1
part,jouait,1
ainsi,mêlé,1
charmant,costume,1
fête,on,1
étaient,plongés,1
sera,encore,1
fuyant,le,1
vitre,s,1
enfants,réveillés,1
dallée,de,1
inspectait,je,1
première,place,1
négligemment,sans,1
matin,c,1
choc,de,1
voilà,meaulnes,1
ils,allaient,1
regarder,notre,1
le,procès-verbal,1
que,mars,1
petite,ruelle,1
réveillait,en,1
revois,ce,1
sur,quatre,1
enlève,son,1
berline,ton,1
commanda:,serrez,1
le,glacis,1
bourdonnante,dans,1
arrivions,à,1
fût,agi,1
cahier,nous,1
semaine,avait,1
était,jeudi,1
mon,bagage,1
enfuis,avec,1
a,brûlé,1
vent,la,1
pieds,butaient,1
rouler,les,1
sans,passer,1
nous,gilberte,1
pourtant,la,1
le,chevalier,1
extraordinaires,je,1
vitrée,sur,1
les,braconniers,1
camarades,d,1
le,brouillard,1
avec,aisance,1
cette,aisance,1
timbre,de,1
était,assis,1
choisies,au,1
approche,traverser,1
restée,toute,1
la,chercher,1
être,sûre,1
quittait,que,1
murs,des,1
m,offris,1
voulant,plus,1
un,accident,1
vit,personne,1
notre,angoisse,1
braconnier,mais,1
est,aussi,1
voitures,au,1
alors,eut,1
déçu,dans,1
soleil,ainsi,1
poussins,transpercée,1
retrouver,ni,1
être,ni,1
commencer,le,1
et,résisté,1
faillis,éclater,1
puis,vers,1
une,affreuse,1
rien,de,1
parut,au,1
étoiles,d,1
friper,les,1
de,laisser,1
droit,sa,1
sa,fuite,1
défauts,de,1
bourges,il,1
ferait,mal,1
de,défauts,1
étaient,flanqués,1
inconnus,dans,1
crurent,que,1
encore,quelle,1
brutalement,allez-vous-en,1
maison,louche,1
yeux,confiants,1
regardait,passer,1
homme,sur,1
genoux,devant,1
ami,cette,1
existence,faite,1
tante,je,1
vallée,au,1
isolait,notre,1
vitrées,qui,1
baigné,avec,1
inconnu,assuré,1
préau,que,1
sa,face,1
d,étoiles,1
à,cloche-pied,1
qui,soutenait,1
semblait,profondément,1
changé,encore,1
épaule,pour,1
sans,conducteur,1
dehors,sans,1
règle,du,1
fermer,cette,1
me,tournant,1
se,produisait,1
avais,décidé,1
celui-là,aussi,1
changé,ce,1
encore,verts,1
sa,pensée,1
indécision,qu,1
passait,très,1
glisser,hors,1
daniel,par,1
ici,etrange,1
seront,bien,1
ont,rendus,1
craint,maintenant,1
qui,laissent,1
soeur,yvonne,1
poufs,feuilletaient,1
revêtit,un,1
pense,et,1
châtelaine,il,1
mordue,un,1
brui,calme,1
avec,gaucherie,1
reprenait,son,1
trouvait:,on,1
permission,de,1
enrubannés,les,1
oser,lui,1
demeure,isolée,1
placée,en,1
voulant,défaire,1
assit,les,1
morne,pluie,1
nous,installé,1
être,montés,1
étable,des,1
ou,guetter,1
décida:,il,1
et,prenez,1
dirent,en,1
une,large,1
premier,que,1
hiver,passaient,1
les,regarder,1
son,sac,1
à,avoir,1
porte,allait,1
papier,plié,1
fête,extraordinaire,1
avait,volé,1
nous,lorsqu,1
elle,des,1
sillonnée,de,1
saurais,plus,1
minute,se,1
pour,là-bas,1
l,ouest,1
donc,nous,1
longtemps,oublié,1
y,penser,1
vous,avions,1
cours,au,1
cet,étrange,1
histoire,triste,1
fait,passer,1
reproche,mon,1
maintenant,j,1
mystérieuse,vie:,1
passé,brouillant,1
et,crier,1
désespéré,c,1
semblait,sur,1
qui,remontait,1
servir,à,1
toujours,goûter,1
blonde,pesait,1
engageait,à,1
retarda,le,1
me,cherche,1
main,pour,1
pour,aggraver,1
soixante-dix,parce,1
bien,non,1
regardant,il,1
petit,jolie,1
yeux,faisant,1
rapportant,du,1
animation,étrange,1
se,défendre,1
marine,avait,1
écureuil,avait,1
baignade,les,1
apportées,lorsque,1
jaune,déjà,1
ces,dures,1
étranger,comme,1
bois,ne,1
était,pris,1
haies,tremblaient,1
des,beaux,1
les,métayers,1
plus,bas:,1
augure,il,1
ne,craignez,1
jeter,irrémédiablement,1
lui,parle,1
temps,menaçant,1
sablonnières,continua,1
me,les,1
époque,des,1
hommes,ne,1
en,vie,1
été,que,1
femmes,avec,1
finies,les,1
enfant,j,1
ailleurs,dans,1
fuite,ou,1
l,emmener,1
un,quart,1
demain,il,1
dormait,absolument,1
mouvement,pour,1
a,enseigné,1
le,désolaient,1
un,gentilhomme,1
connu,c,1
dit-elle,au,1
détournant,la,1
l,auront,1
tomba,à,1
sauter,au,1
enfin,tout,1
agathe,tandis,1
se,découvre,1
fiacres,dans,1
sablonneux,parallèle,1
retour,sans,1
ferme,ouverte,1
aussitôt,qu,1
prise,au,1
avoir,débattu,1
encore,poursuivant,1
faire,cesser,1
timidement,la,1
coffin,et,1
jetaient,sur,1
peu,pour,1
cour,disparaît,1
haute,cheminée,1
dehors,puisque,1
vieux,grand-père,1
au,poteau,1
se,laissa,1
parut,la,1
décousu,et,1
eut,touché,1
facilement,ouverte,1
hargneux,giraudat,1
autre,intention,1
somnoler,un,1
glace,n,1
grognait,dans,1
tel,point,1
laver,son,1
vieux,cassant,1
seule,remontant,1
sauvée,au,1
nouveau,sentier,1
lever,demain,1
juin,qu,1
au-dessus,du,1
ouverte,tiens,1
bien,contents,1
parfait,pour,1
forain,avec,1
attaché,aux,1
ici,il,1
l,haleine,1
cour,formée,1
villes,lointaines,1
portait,sur,1
qui,multipliait,1
sablée,comme,1
arrêtèrent,un,1
disant,très,1
partions,et,1
pièce,par,1
on,poussait,1
cherchant,parmi,1
verre,brisé,1
de,rôdeurs,1
mais,voici,1
faisait,passer,1
s,organiser,1
vacances,mêlée,1
irait,au,1
est,amusant,1
oh,attendez,1
défendu,contre,1
hagard,échevelé,1
d,indignation,1
chez,giraudat,1
blessure,refermée,1
s,embarrassait,1
chute,une,1
aides,racolés,1
lente,et,1
visqueuse,et,1
prévenu,à,1
peut-être,pas,1
grise,en,1
partit,de,1
eûmes,passé,1
fut,au,1
école,tout,1
en,tête-à-tête,1
ajoute,l,1
la,vînt,1
des,seconds,1
bohémiens,la,1
fort,sensibles,1
bordent,le,1
plaisirs,qui,1
lampes,d,1
firmin,que,1
pour,agrandir,1
réduisait,à,1
monde,jamais,1
magasin,je,1
amitié,plus,1
jusque-là,course,1
renversa,son,1
et,commença,1
bruits,si,1
héritage,avait,1
le,paradis,1
me,suivrait,1
jadis,je,1
jeux,la,1
canotions,pas,1
paysans,attardés,1
et,accablée,1
rouge,en,1
avec,insolence:,1
dents,je,1
ce,terrible,1
silhouette,grise,1
anxiété,là-bas,1
plus,temps,1
de,souhaiter,1
pourrait-,il,1
coupai,court,1
douceur:,tu,1
prenant,ce,1
longues,explications,1
va,bien,1
pouvait,parler,1
sortir,du,1
quatre,pages,1
maintenant,comment,1
renseigné,au,1
jamais,assez,1
ai,abandonné,1
paisible,noce,1
pencha,vers,1
était,obligé,1
tout,c,1
racontaient,ce,1
piste,des,1
paysanne,de,1
ouverte,en,1
gaieté,de,1
la,garde,1
valait,la,1
enfui,avec,1
lettres,que,1
immobile,nous,1
tapissés,de,1
dos,mais,1
nous,semble,1
angle,opposé,1
la,nourrice,1
prés,qui,1
ma,figure,1
femme,en,1
malsain,elle,1
courbée,devant,1
tête,appuyée,1
gens,meaulnes,1
soir-là,comme,1
soufflet,mettait,1
du,départ,1
guides,un,1
équipages,se,1
concertèrent,du,1
oui,il,1
longue,bête,1
apercevait,le,1
maintenant,les,1
sortant,brusquement,1
leurs,propriétés,1
d,injures,1
me,tout,1
en,amuser,1
lui,saisir,1
couteau,de,1
meaulnes,complètement,1
âgé,se,1
prendrez,garde,1
voiture,dans,1
sembla,bientôt,1
balayée,on,1
de,celui-ci,1
fillettes,qui,1
se,poursuivaient,1
les,rattraper,1
avec,qui,1
peu,peur,1
joyeuse,allait,1
ouvert,déjà,1
bleues,couvertes,1
fleurs,brisés,1
matinée,etrange,1
puis,posait,1
inquiète,on,1
poneys,c,1
annoncèrent,la,1
par,groupes,1
promenait,de,1
vitre,on,1
de,percer,1
même,certainement,1
marchait,en,1
pas,chaque,1
vue,ralenti,1
bras,joints,1
joints,par,1
autre,d,1
n,ira,1
delage,mais,1
tristement,et,1
remettre,sur,1
brûlure,ancienne,1
de,cabane,1
sac,comme,1
galop,qui,1
et,nu-tête,1
plus,fier,1
cirque,après,1
souri,avec,1
de,projets,1
du,champ,1
légère,brume,1
tendance,irritante,1
pour,bon,1
signalant,dans,1
air,tiédi,1
feuille,pour,1
seurel,est,1
désertes,aux,1
suite,une,1
nuages,lorsque,1
restèrent,pour,1
désoeuvrement,était,1
préveranges,qui,1
autrement,tourné,1
liqueur,je,1
première,m,1
rideaux,sont,1
commencé,d,1
supériorité:,un,1
poils,blancs,1
savoir,quoi,1
fallut,courir,1
chacun,lorsqu,1
et,spécialement,1
juste,et,1
passaient,nos,1
aînée,de,1
meaulnes,tant,1
gravement,atteints,1
lèvre,baissa,1
précis,je,1
on,entrait,1
quel,obscur,1
découvert,la,1
glissa,une,1
toujours,empruntant,1
sous,me,1
petite,bonne,1
fous,avec,1
parle,là,1
vue,sur,1
mèches,lui,1
fini,et,1
avait,sombré),1
demanda-t-il,avec,1
vieux-nançay,il,1
regret,comme,1
un,taillis,1
leur,indiquer,1
marchant,de,1
lui,répondais:,1
puis,je,1
l,impatience,1
anxieux,qu,1
cette,présentation,1
étang,voisin,1
il,évoqua,1
deux,comme,1
secret,sans,1
entrecoupées,je,1
le,tapage,1
aubiers,était,1
entrevue,avait,1
parler,un,1
est,capable,1
vous,reviendrez,1
se,hâtant,1
inquiétude,que,1
débâcle,il,1
y,songe,1
se,vieillard,1
donner,de,1
chasseur,campagnard,1
monde,la,1
dit:,voici,1
dit:,qu,1
sacrifice,de,1
de,folie,1
rude,et,1
écolier,que,1
que,suivait,1
aux,enfants,1
les,emportaient,1
referme,sur,1
ici,pour,1
le,désoeuvrement,1
oiseau,doit,1
avez,perdu,1
raisons,précises,1
suivit,lentement,1
cette,place,1
qui,réveillait,1
enfermés,avec,1
en,aura,1
était,rédigé,1
bâtiments,du,1
arrivai,un,1
avec,force,1
appelèrent,bientôt,1
meaulnes,dès,1
plaisir,meaulnes,1
étaient,mes,1
un,cercle,1
tête,il,1
soi,mais,1
est,claire,1
sûr,maintenant,1
siège,pour,1
meaulnes,change,1
pas,précipités,1
fût,allumé,1
pour,descendre,1
sien,et,1
éclaira,oh,1
équipé,sa,1
arpentait,en,1
et,regardèrent,1
loin,d,1
parle-moi,d,1
refusée,et,1
campagne,gelée,1
bétail,il,1
pieds,enfonçaient,1
fois,enfin,1
guère,vous,1
camarades,revoir,1
s,éveiller,1
genou,enflé,1
branches,tant,1
places,les,1
glaces,étaient,1
juste,au-dessus,1
trouvait,non,1
vous,éveiller,1
d,arlequin,1
lieux,il,1
conduire,et,1
culottes,coupées,1
justaucorps,de,1
vieillards,avec,1
expliquait,ainsi,1
lorsque,parut,1
autre,meaulnes,1
aile,sud,1
paysage,l,1
ombrelle,blanche,1
était,auprès,1
fenêtre,donnait,1
reviendrait,sans,1
ne,reparlions,1
tous,debout,1
carreaux,poussés,1
ça,à,1
étaient,éclipsées,1
désert,le,1
surprise,nous,1
lasso,avait,1
marche,de,1
le,poteau,1
cavaliers,usant,1
augustin,debout,1
problèmes,ce,1
plan,tout,1
ni,père,1
car,enfants,1
son,beau-frère,1
salades,dans,1
le,remettaient,1
boulangère,fernande,1
à,dormir,1
accepté,cette,1
pour,contribuer,1
des,chiffons,1
métier,son,1
désormais,qu,1
lui,servirait,1
perdue,me,1
triomphant,c,1
ferait,cuire,1
approche,dit-il,1
jeu,puéril,1
de,vinaigre,1
et,fraternel,1
arrêté,pour,1
qui,tu,1
embrasser,les,1
nos,caleçons,1
aise,abandonnant,1
boire,hélas,1
vieilles,pierres,1
choses,extraordinaires,1
millie,se,1
âge,le,1
boutique,tenait,1
lui,avouai,1
racontions,mutuellement,1
assit,adossée,1
ce,jeune,1
moment,précis,1
toutes,neuves,1
pièce,que,1
regardait,venir,1
et,madame,1
fermai,les,1
qu,elle-même,1
à,tapis,1
obscures:,enfin,1
voyage,pouvait,1
pas,long,1
mouvement,inconscient,1
aussi,anxieux,1
calme,admirable,1
précaution,mais,1
ventre,et,1
rabattra,son,1
coup,sa,1
allée,détournée,1
le,seule,1
et,solitude,1
regard,n,1
fantasque,et,1
premier,cri,1
chagrin,je,1
vis,cette,1
moi-même,libre,1
isolée,au,1
rappeler,mon,1
questions,sa,1
innocente,et,1
basse,de,1
attelé,de,1
serviettes,des,1
région,de,1
précédentes,et,1
feu,que,1
m,expliquèrent,1
m,amusez,1
retiens,et,1
voisin,un,1
poudre,au,1
m,admirait,1
gamins,de,1
abord,leurs,1
les,rares,1
septembre,elle,1
sauvage,et,1
morte,n,1
pouvais,faire,1
vu,une,1
rebroussâmes,chemin,1
chapeau-capote-capeline,sur,1
travail,courus,1
appelais,m,1
et,buanderie,1
mouchoir,ma,1
toilettes,elle,1
aîné,augustin,1
qui,espère,1
et,blanches,1
venu,qui,1
parfois,un,1
sabotez,donc,1
et,chaude,1
clairs,retomber,1
la,jeunesse,1
des,problèmes,1
petits,traits,1
et,semble,1
venu,des,1
tard,le,1
gamin,hélant,1
mieux,c,1
allez,prendre,1
dit-il,les,1
bien,inutile,1
de,bien,1
abord,pour,1
plonger,et,1
porte,sans,1
dimanches,du,1
accompagner,il,1
moment,tant,1
musique,perdue,1
ces,petits,1
basses,où,1
sortit,du,1
appels,et,1
bien,ouvrir,1
yeux,vifs,1
heures,tais-toi,1
allé,à,1
désolée,dans,1
couloirs,du,1
on,porterait,1
contourné,l,1
clapotantes,désoeuvré,1
dame,cassée,1
et,moins,1
etait-ce,un,1
pente,la,1
groupes,on,1
terminer,son,1
belle,conversation,1
négligeant,de,1
reprise,en,1
plein,bonheur,1
une,détonation,1
lisions,rousseau,1
cette,triste,1
derrière,dans,1
méticuleux,fort,1
intérêt,mais,1
menaçant,le,1
fermaient,un,1
devait,songer,1
culbutaient,avant,1
il,baissa,1
dont,l,1
vis,tous,1
des,déchirures,1
profondément,ému,1
extraordinaire,j,1
mystérieuse,qu,1
galop,sans,1
au,chef-lieu,1
aménagés,comme,1
effroi,des,1
lui,donnai,1
buter,sur,1
affolé,fit,1
fiévreux,désir,1
pépiements,le,1
autres,grâce,1
caché,les,1
écoliers,buissonniers,1
nous,ce,1
remettre,en,1
tonneaux,de,1
mare,je,1
ai,reçu,1
hui,dès,1
veut,faire,1
allais,partir,1
suffocante,planait,1
allumée,aussi,1
efforçai,comme,1
et,souvent,1
amusements,qui,1
le,clair,1
tiens,disait,1
invitait,à,1
trombone,plein,1
demandai-je,enfin,1
m,inquiétaient,1
fit,tourner,1
front,et,1
clairement,que,1
les,peupliers,1
bien,vu,1
me,disait-elle,1
retirait,quand,1
fois,mademoiselle,1
tu,vois:,1
tous,installés,1
guère,qu,1
roses,il,1
plus,dit-elle,1
frantz,revienne,1
lui,répondre,1
cette,impuissance,1
sorte,et,1
serait,cru,1
à,intervalles,1
être,vu,1
éloignement,fait,1
il,paraît,1
frappés,par,1
