word1,word2,count
un,certain,1
votre,secret,1
bourg,se,1
dumas,son,1
de,casquette,1
vent,tantôt,1
par,bouffées,1
regarder,l,1
se,mêlaient,1
spectateurs,sur,1
triste,veuve,1
les,communications,1
il,éteignait,1
jeudi,jusqu,1
eût,attendu,1
perdu,vraiment,1
marcheur,cela,1
moucheboeuf,resta,1
côté,or,1
six,grands,1
clairière,les,1
adolescence,venait,1
fois,ses,1
propres-à-rien,je,1
glacées,sa,1
sans,aucun,1
genre,où,1
ravissaient,nous,1
cette,inquiétude,1
simplicité,de,1
faisait,place,1
bonnet,blanc,1
enseignerais,à,1
arrangé,et,1
fait,tourner,1
devait,guérir,1
vois,une,1
cela,avait,1
mon,sacrifice,1
sacrifice,me,1
épouser,sa,1
guère,je,1
sèche,et,1
blanches,le,1
et,pauvres,1
foin,de,1
approchèrent,presque,1
bien,pourquoi,1
à,pétrole,1
tristement:,elle,1
battu,ses,1
réussi,sa,1
dirigé,vers,1
vent,roulait,1
jouer,avant,1
sombre,dans,1
larmes,comme,1
reviendrait,et,1
un,cerceau,1
monde,dans,1
portes,pour,1
arrière-pensée,sans,1
nos,noces,1
des,pécheurs,1
et,bon,1
sentais,le,1
hésitait,il,1
y,aurait,1
gauche,les,1
me,tenir,1
tenues,avec,1
dire,puisqu,1
soirée,avait,1
un,bijou,1
les,banquettes,1
déserte,on,1
un,journal,1
maison,déserte,1
aussitôt,sorti,1
jeune,ménagère,1
qui,balayait,1
émerveillé,je,1
delage,et,1
l,entendais,1
gardait,dans,1
plus,hardi,1
gardais,dans,1
avait,renseigné,1
belle,encore,1
avec,préaux,1
quelque,animation,1
était,avec,1
peut-être,sauvé,1
médiocre,coiffure,1
papier,que,1
craintif,et,1
contentaient,de,1
passait,une,1
arrêt,c,1
boutique,fut,1
voix,les,1
de,hauts,1
jeu,d,1
l,arrière,1
coude,nonchalamment,1
entasse,aux,1
deux,équipages,1
a,rudement,1
rentrions,sans,1
passer,en,1
têtes,levées,1
que,martin,1
uns,se,1
tout,congestionné,1
écolier,paysan,1
sourire,s,1
pas,bon,1
à,pousser,1
des,landes,1
était,enfuie,1
s,abattait,1
rêve,une,1
loi,ici,1
sans,réponse,1
de,shakespeare:,1
reflet,coloré,1
parlant,est-ce,1
leur,a,1
trois,arrivés,1
féroce,et,1
faites,est,1
femmes,précisait,1
aussi,entêtée,1
maloyau,le,1
fête,mais,1
plissée,comme,1
aborder,semblait-il,1
répondait-elle,doucement,1
cligna,des,1
son,âge,1
grâce,et,1
vieux,vêtement,1
buveurs,qui,1
brusquement,dans,1
les,retenir,1
nous,empêchèrent,1
traversé,seulement,1
grillé,de,1
entra,il,1
finaud,et,1
détails,qu,1
nouveau,mimait,1
avait,écouté,1
fermez,la,1
en,éventail,1
adossait,au,1
comment,les,1
lui,immobiliser,1
cache-nez,et,1
rappelle,encore,1
nuit,la,1
classe,a,1
toujours,désignés,1
fit,longtemps,1
dernière,lueur,1
est,rouge,1
troublé,la,1
plongea,dans,1
adresse,à,1
trace,très,1
se,recoucher,1
de,canton,1
ces,jours,1
pierrot,il,1
d,éclore,1
peur,sans,1
emplacement,de,1
leurs,tapis,1
moucheboeuf,prenant,1
heures,midi,1
fait,là,1
blanc,pour,1
voulait,terminer,1
voiture,elle,1
mystérieuse,qui,1
sommes,maintenant,1
un,bataillon,1
voisin,où,1
ils,frisent,1
autre,garçon,1
disait,bien,1
peu,gêné,1
herbe,sur,1
davantage,voilà,1
venez,dans,1
briser,et,1
longtemps,malgré,1
lorsque,jadis,1
connu,ernest,1
été,pauvre,1
à,toi,1
moinel,je,1
que,tant,1
bonne,madame,1
pour,terminer,1
répondre,il,1
augmentée,l,1
les,sources,1
conversations,les,1
surprît,notre,1
paisibles,aussi,1
chez,son,1
domaine,aujourd,1
heureux,enfin,1
et,lui-même,1
mi-voix,c,1
avait,abouti,1
réfléchi,que,1
sûr,me,1
ix,les,1
heure,tardive,1
extraordinaire,comme,1
rien,osé,1
s,amuser,1
seul,quant,1
les,rires,1
apaisé,près,1
demandai-je,jamais,1
regagnions,la,1
las,je,1
épousé,une,1
imbibée,de,1
possible:,avec,1
vitres,une,1
ailes,du,1
amie,qui,1
réponds,chaque,1
coucher,en,1
étaient,couturières,1
sais,où,1
l,auberge,1
déroute,pour,1
il,pensait:,1
un,café,1
qui,entourent,1
fois,devant,1
put,faire,1
étudiant,et,1
écoulaient,dans,1
de,frétiller,1
sauvagerie,sera-t-elle,1
manger:,un,1
usant,de,1
pauvre,partie,1
j,habitai,1
ce,paysage,1
laissé,de,1
regardé,anxieusement,1
nos,dimanches,1
chambre,obscure,1
peine,perceptibles,1
interminables,au,1
silence,imparfait,1
pour,trois,1
seconde:,mais,1
d,accrocher,1
classe,reprit,1
plus,âgés,1
terrienne,a,1
lié,à,1
air,fortement,1
enfin,confier,1
couverture,les,1
couverture,meaulnes,1
juste,passage,1
vit,à,1
remit,sur,1
désespoir,de,1
songea,alors,1
un,soleil,1
aperçut,enfin,1
si,entendu,1
inquiète,disait-elle,1
empêchera,répondit,1
grand,lit,1
ah,répondait,1
siècle,il,1
ceux-ci,n,1
son,champ,1
pardonneraient,on,1
pauvre,adèle,1
partie,la,1
fondait,et,1
allait,crier,1
garnis,d,1
promenade,matinale,1
passaient,près,1
rire,la,1
hasard,persuadé,1
parlèrent,lentement,1
il,retrouva,1
arriva,devant,1
emmitouflées,d,1
chemin,une,1
ces,jeudis,1
violente,se,1
les,miettes,1
troupe,retardataire,1
fort,attentivement,1
couturières,et,1
des,petites,1
nous,craignons,1
était,évidemment,1
mystère,pour,1
eut,dont,1
monture,il,1
de,reins,1
le,couvercle,1
d,office,1
nous,voyant,1
bandeau,sur,1
soir,en,1
garçon,nous,1
en,grand,1
une,attitude,1
les,mettre,1
était,dit,1
chute,accompagné,1
rires,des,1
cria:,regarde,1
cri,et,1
le,concours,1
guère,surpris,1
gars,avaient,1
jusque-là,françois,1
parfois,mon,1
garde,deux,1
dénicher,des,1
cri,désolé,1
dès,neuf,1
étonné,mais,1
dix-huit,ans,1
de,delouche,1
cru,qu,1
elle,serait,1
chacun,dîne,1
espérer,qu,1
obscurité,de,1
frère,venaient,1
année,est,1
peut-être,quand,1
nouvel,hiver,1
très,sincère,1
domaine,à,1
garde,parlait,1
habitait,là-bas,1
huit,filles,1
je,rougis,1
avouai,aussi,1
allumée,et,1
amusant,que,1
davantage,c,1
tapis,étaient,1
cette,heure-là,1
front,immense,1
chez,un,1
mal,nous,1
tête,d,1
écriteau,mairie,1
voir,comme,1
existait,plus:,1
impatience,allons,1
était,augmentée,1
le,pan,1
enfantin,je,1
marchais,auprès,1
asséché,comblé,1
meaulnes,décontenancé,1
tourna,soudain,1
entrepreneur,de,1
sillons,de,1
anciennes,dépendances,1
la,mer,1
mènerai,auprès,1
certainement,avec,1
arrêt,nous,1
ainsi,légèrement,1
un,volet,1
retournai,guetter,1
aussitôt,congé,1
sortir,elle,1
soin,qu,1
dirai,presque,1
nous,fut,1
une,flaque,1
difficile,a,1
écoutais,je,1
peur,puis,1
redevient,la,1
phénol,l,1
coin,des,1
affaissement,aux,1
et,hasardeux,1
vague,remords,1
deux,marchant,1
fiançailles,la,1
dormir,longtemps,1
heure-ci,qui,1
valentine,rien,1
venger,de,1
eau,montraient,1
lequel,mme,1
commencé,comme,1
nuit,j,1
accompli,je,1
compagnon,qu,1
me,la,1
descendu,encore,1
florentin,salua:,1
couloir,compliqué,1
mais,lui,1
je,respire,1
du,quai,1
avait,pu,1
j,essaie,1
pêcher,le,1
aucune,explication:,1
face,anguleuse,1
chapeau,par,1
baissant,avec,1
sautillant,misérablement,1
instant,l,1
classe,n,1
qui,est-ce,1
mère,charpentier,1
la,poutre,1
la,laine,1
déjeuner,terminé,1
ce,clair,1
se,perdra,1
habits,du,1
estrade,les,1
associant,les,1
mansarde,a,1
cheveux,ras,1
me,dressai,1
soudain,pense,1
lui-même,qui,1
autres,sur,1
compagnie,parfaitement,1
pioche,qu,1
aussi,endormi,1
de,blessure,1
saint-martin,meaulnes,1
et,revenant,1
avouer,qu,1
glissé,de,1
brillé,tout,1
suffoquait,par,1
galeries,à,1
nu-tête,il,1
enclos,de,1
moinelle,tu,1
revenant,de,1
salon,où,1
demeure,on,1
ouvrant,un,1
versé,du,1
et,passé,1
un,sur,1
voulez-vous,me,1
rouillé,de,1
bas,déjà,1
changé,de,1
disparu,me,1
paysan,en,1
jouant,à,1
deux,clans,1
force,des,1
malandrin,et,1
le,cellier,1
éveil,par,1
même,auquel,1
un,après,1
qui,partaient,1
leurs,rivaux,1
paix,avec,1
mis,sur,1
chaufferai,pas,1
dans,différents,1
indigo,mais,1
tous,la,1
apercevions,de,1
piste,une,1
entretenir,un,1
grande,pantomime,1
aperçûmes,soudain,1
crier:,les,1
arrangeait,et,1
vide,un,1
invitation,délicieuse,1
longue,avenue,1
estomac,entre,1
quelle,route,1
pourquoi,soudainement,1
silence,retombait,1
finie,le,1
château,on,1
dîne,sur,1
aucune,fraîcheur,1
temps,tous,1
aucun,désir,1
répéter:,il,1
de,bécali,1
plein,soleil,1
autres,trompés,1
attentivement,sentant,1
en,uniforme,1
florentin,faisait,1
faisait,pousser,1
remplies,d,1
lui,fais,1
eusse,au,1
contrée,un,1
femmes,une,1
faisait,trembler,1
cheval,m,1
comme,mlle,1
pour,expliquer,1
regardant,droit,1
connaissance,et,1
femme,oui,1
courait,le,1
sournoisement,la,1
salle,il,1
de,pureté,1
ce,temps-là,1
rien,au,1
ce,récit,1
installés,en,1
toilette,et,1
pans,de,1
châteaux,romantiques,1
à,déballer,1
contenance,fit,1
fin,incapable,1
et,gêné,1
mais,avant,1
dissemblables,s,1
restions,silencieux,1
l,encourager,1
delouche,au,1
brisé,peut-être,1
tête,presque,1
être,que,1
est,assis,1
et,ceci,1
vouloir,l,1
il,écoute,1
des,côtés,1
déjà,légèrement,1
les,quartiers,1
tiré,son,1
elle,écoutait,1
maison,est,1
été,comme,1
penchais,vers,1
ai,compris,1
vieilli,en,1
criait,comme,1
robe,de,1
dans,lesquelles,1
à,cogner,1
je,quitte,1
raccroche,à,1
finir,et,1
avais,pensé,1
raconte,son,1
grâce:,n,1
non,point,1
(suite),puis,1
si,hâtivement,1
précieux,que,1
jardinet,il,1
racontait,bruyamment,1
donc,debout,1
figure,inquiète,1
l,entraînai,1
berceau,on,1
étais,légèrement,1
enfants,passa,1
nous,laissant,1
divers,durant,1
là,rassemblé,1
nous,battons,1
signifiait,il,1
père,que,1
retirée,jusqu,1
cour,une,1
son,nid,1
avais,entendu,1
sanglée,d,1
transportait,le,1
peu,les,1
de,maraude,1
nous,versât,1
alors,ils,1
pas,rentré,1
apercevoir,aussi,1
hui,par,1
on,frappait,1
taire,on,1
y,renoncer,1
où,une,1
atlas,cacha,1
vierzon,par,1
un,roulier,1
buté,dans,1
pré,la,1
passage,heureux,1
enfants,si,1
épaule,en,1
argent,un,1
rattraper,à,1
grande,amertume:,1
mystère,et,1
personne,d,1
enfants,lorsqu,1
passée,une,1
déjà,réveillé,1
il,craignait,1
poussiéreuses,qui,1
toilette,qui,1
grave,qui,1
bateaux,de,1
cou,ces,1
doucement,ses,1
maintenant,elle,1
accompagner,ou,1
coeur,un,1
désarroi,sortit,1
refermant,soigneusement,1
obstacle,c,1
et,cria,1
récréations,les,1
matins,chacun,1
vite,et,1
fagots,adossé,1
bourg,en,1
mur,ils,1
leur,façon,1
et,disparaissaient,1
un,oeillet,1
cependant,toute,1
et,fronçant,1
dit-il,entre,1
les,coins,1
chef,alors,1
y,manquions,1
fût,ce,1
folle,en,1
falot,de,1
dit,alors,1
ganache,s,1
question,étaient,1
affolement,cette,1
sérieusement,au,1
tiédeur,réveillait,1
pantomimes,chansons,1
toutes,séduites,1
monde,prêtât,1
rideau,et,1
le,voleur,1
vite,l,1
alpaga,noir,1
fatigue,n,1
a,pu,1
sombre,dont,1
déroute,des,1
tête,sous,1
beau,soleil,1
chauffer,le,1
ans,possède,1
dérangé,quant,1
voiture,cahotante,1
dénoncer,aux,1
fenêtre,met,1
chaude,obscurité,1
passé,malgré,1
cher,devenait,1
un,bel,1
eau,pure,1
voiture,les,1
une,existence,1
épicerie,et,1
vacances,que,1
septembre,des,1
refusait,et,1
chats,en,1
expliquées,c,1
lui,déclarait,1
homme,qu,1
temps,dit-elle,1
quelque,rentier,1
ruminer,péniblement,1
mieux,pourquoi,1
écoute,seurel,1
bien,fit-elle,1
faire,bonne,1
mais,puisqu,1
péniblement,en,1
tours,cet,1
ce,vide,1
fondre,en,1
voiture,bien,1
beaux,enfants,1
après-midi,alors,1
environnants,dans,1
trop,cruel,1
surpris,ganache,1
êtes:,il,1
assourdie,par,1
entêté,colère,1
passé,ne,1
aperçûmes,là-bas,1
des,ordres,1
galais,proposa,1
allumer,une,1
pourrait,le,1
rester,enfermé,1
hanté,par,1
porte,refermée,1
puisque,au,1
vent,par,1
tenter,moi,1
les,tableaux,1
amicalement,pour,1
noble,tête,1
digne,de,1
abandonnés,chapitre,1
blonds,épars,1
jour,peut-être,1
heureusement,dans,1
placards,et,1
tombe,une,1
avait-il,jamais,1
un,mendiant,1
place,déserte,1
faux,chignon,1
morne,désir,1
le,guidant,1
nous,attelons,1
compagnons-là,vous,1
marchait,m,1
été,était,1
à,mener,1
promenade,sous,1
sens,presque,1
cathédrale,que,1
la,hâte,1
morte,sitôt,1
préaux,et,1
nid,dans,1
ma,casquette,1
avais,donc,1
formellement,interdit,1
de,pension,1
deux,gerbes,1
regardait,sans,1
chaude,brusquement,1
pour,effrayer,1
me,m,1
et,quelqu,1
si,aujourd,1
bête,à,1
jardin,certains,1
vacances,je,1
bosquet,de,1
jours,je,1
dans,cet,1
terminant,avant,1
jabot,sa,1
dents,serrées,1
gauche,l,1
humer,quelque,1
entendait,comme,1
comprit,guère,1
commandait,la,1
camarade,maloyau,1
collerette,et,1
vainement,à,1
et,gravement,1
il,revêtit,1
jours,d,1
accompagner,lorsque,1
journées,un,1
prit,meaulnes,1
à,lettres,1
princesse,je,1
vivement,mais,1
clans,a,1
été,éteinte,1
pas,sans,1
abandonnée,chez,1
se,levant,1
devait,pas,1
songer,d,1
en,oubliâmes,1
noire,boutonnée,1
bandeau,du,1
voulais,mourir,1
homme,à,1
puissions,le,1
ouvrit,pour,1
delouche,retrouvant,1
misérable,causé,1
poudre,chez,1
troubles,divers,1
était,avancée,1
jeu,vint,1
avaient,toutes,1
frapper,du,1
cirque,jusque,1
un,échafaudage,1
sauvage,pleine,1
quel,voyage,1
parut,glacé,1
voleur,de,1
bohémien,dernière,1
trouver,que,1
de,pêcheur,1
hauteur,du,1
trouve,être,1
étais,sur,1
quel,pauvre,1
des,quatre-,1
seule,nous,1
rapportait,les,1
jasmin,quand,1
devient,jeune,1
prononcé,n,1
remuer,tout,1
arrondit,vaniteusement,1
précocité,les,1
vieille,propriété,1
mettait,longtemps,1
écoutions,ce,1
magasin,ma,1
logis,la,1
s,enfoncer,1
couché,là,1
de,revenants:,1
penaude,en,1
histoire,par,1
renversé,en,1
yeux,rougit,1
eus,peine,1
grand,chemin,1
offris,aussitôt,1
trouble,nous,1
du,lac,1
accablée,elle,1
furieusement,les,1
avaient,essayé,1
à,frotter,1
de,marche,1
fermée,quelqu,1
en,m,1
balbutie,répond,1
plaindre,pour,1
m,enquérir,1
enfantin,le,1
fiancée,comme,1
faction,mais,1
l,indécision,1
enfants-là,à,1
des,pois,1
appartement,elle,1
tourné,tout,1
rassurer,rien,1
ombre,je,1
pas,effrayée,1
étendue,la,1
déjà,jaunie,1
baisse,la,1
préparé,au,1
artificielles,de,1
je,remarque,1
lequel,elle,1
raturés,précaire,1
que,patrice,1
séparés,meaulnes,1
meaulnes,lisait,1
l,émoi,1
désarroi,il,1
même,songé,1
lui-même,se,1
ajouta-t-elle,mais,1
ainsi,près,1
une,misérable,1
seule,s,1
congé,dès,1
s,enhardit,1
arrivée,des,1
la,légère,1
boire,de,1
longues,vacances,1
meaulnes,ancien,1
ces,beaux,1
cri,puis,1
merveille,qu,1
rues,un,1
déjà,cette,1
oeufs,de,1
de,canards,1
magique,tenant,1
pèlerines,et,1
m,asseyais,1
nous,adossé,1
victuailles,pour,1
revers,les,1
ces,pauses,1
vent,serrée,1
que,fromentin,1
meaulnes,puis,1
givre,les,1
close,depuis,1
rang,et,1
coucher,monsieur,1
son,équilibre,1
des,appartements,1
rangèrent,autour,1
main,notre,1
réendossa,sur,1
toit,je,1
rencontrer,une,1
et,finit,1
effrayés:,allons,1
juste,mais,1
roue,de,1
se,protéger,1
fenêtre,une,1
voix,s,1
voitures,comme,1
des,annexes,1
gémir,le,1
répond,le,1
être,très,1
si,à,1
images,d,1
passait,dans,1
alignés,sur,1
pas,tarder,1
aperçut,il,1
noces,les,1
vivier,où,1
vacilla,rampa,1
étrange,(fin),1
découverte,lorsqu,1
franchissait,la,1
berline,quittait,1
et,paul-louis,1
classe,vides,1
étaient,amortis,1
acolyte,éteignit,1
durait,a,1
sanglant:,c,1
désarçonner,leurs,1
répondit-il,de,1
reprises,dans,1
passage,et,1
vi,une,1
temps,fût,1
de,tiédeur,1
rester,à,1
fit,faire,1
avare,ou,1
du,poney,1
avait,jusqu,1
bohémien,et,1
d,herbes,1
me,prend,1
cache,rapidement,1
crier,a,1
délivrés,de,1
s,engageait,1
seurel,continuer,1
raisons,à,1
d,épaules,1
sentis,que,1
annoncer,quelque,1
dit,on,1
d,heureuses,1
sagement,les,1
secret,subtil,1
animosité,contre,1
aussi,légère,1
regardais,le,1
riait,à,1
de,mars,1
bout,un,1
régulier,sous,1
en,forme,1
ta,mère,1
blancs,tantôt,1
approchâmes,un,1
contrebas,un,1
fasse,et,1
qui,maintenant,1
fait,raconter,1
trois,quarts,1
pacifique,et,1
avez-vous,à,1
attendis,que,1
paraissait,permise,1
grand,serrement,1
sa,silhouette,1
alliez,bientôt,1
commençai,d,1
fenêtre,plusieurs,1
silencieusement,après,1
rire,au,1
fin,à,1
là,quand,1
promenades,qu,1
pourrais-je,dire,1
rires,dans,1
de,feuilles,1
sainte-agathe,par,1
répondit-elle,et,1
jour,même,1
pas,besoin,1
me,regarder,1
n,aurai,1
dit,aux,1
nous,tournant,1
une,photographie,1
terrible,plutôt,1
arithmétiques,littératures,1
indice,quelconque,1
heures,devant,1
xv,le,1
ferme,où,1
mariée,on,1
sa,stupeur,1
envoyées,mais,1
août,de,1
que,sous,1
mais,maintenant,1
élança,vers,1
papiers,et,1
leur,dîmes,1
ait,plus,1
pourtant,oui,1
chacune,de,1
oui,mais,1
passa,c,1
amour,mal,1
instituteur,et,1
novembre,le,1
en,brossant,1
la,capote,1
au,collet,1
hésitai,une,1
roue,tira,1
entreprise,extraordinaire,1
ruisseau,à,1
pilastres,de,1
trottinant,de,1
mon,esprit,1
meaulnes,si,1
le,pousser,1
pas,dire,1
violente,poussée,1
évadé,il,1
en,calculant,1
répondîmes,sans,1
pays,plus,1
voiture,cet,1
coeur,longtemps,1
plus,inquiétante,1
outre,la,1
feu,une,1
repartit,seulement,1
obscure,chapitre,1
qui,sans,1
brides,une,1
plus,parfait,1
pensa-t-il,je,1
pile,de,1
avait,guidé,1
dîner,leur,1
commis,quelque,1
vigne,vierge,1
autre,encore,1
innocent,et,1
gravement,mais,1
changea,moins,1
nous,montions,1
nouveau,dans,1
victoire,elle,1
presque,toutes,1
aventure,n,1
couvertures,tombaient,1
le,reconnaissait,1
son,siège,1
journées,de,1
nettement,comme,1
bien,par,1
terre,les,1
la,file,1
aux,mouettes,1
lances,s,1
terre,son,1
les,gagnait,1
quoi,vivez-vous,1
qui,traîtreusement,1
de,récréation,1
cessant,d,1
faire,l,1
plus,solennel,1
premières,lueurs,1
aussi,personne,1
assis,que,1
lui,barrait,1
mouvement,et,1
débouchâmes,tous,1
quel,métier,1
pauvre,diable,1
les,prés,1
voulut,pas,1
répéta,trois,1
et,contourné,1
autres,voix,1
enfuis,à,1
jasmin,dit:,1
les,chantres,1
de,finir,1
aventure,quant,1
de,pistes,1
rue,boueuse,1
tous,dans,1
pourrait-il,lui,1
goutte,derrière,1
vie,je,1
issue,de,1
battue,dans,1
plancher,par,1
de,ranger,1
agrandir,leurs,1
fiançailles,mais,1
enfin,non,1
voulait,j,1
quel,mérite,1
est,secret,1
leur,donnerais,1
greffier,accoudé,1
avions,loué,1
robes,arrangeait,1
avec,rage,1
regardait,jamais,1
arrivés,en,1
autre,rive,1
me,sembla,1
parfaitement,dissemblables,1
insolence:,eh,1
revoir,à,1
être,trop,1
seul,est,1
grelottait,ce,1
affreux,peu,1
fallu,savoir,1
compagnon,échappât,1
rouge,quant,1
étrange,d,1
des,environs,1
mois,passèrent,1
ami,il,1
effrayée,il,1
s,échappait,1
plus,vague,1
ont,pas,1
peu,près,1
plus,mauvaise,1
bosquets,des,1
que,va-t-il,1
leurs,lettres,1
et,souillées,1
encore,griffonné,1
devenu,ma,1
alors,pour,1
abritant,la,1
en,saulaies,1
prise,l,1
bohémien,qu,1
fit,qu,1
ans,dans,1
grand,fauteuil,1
dos,l,1
assis,comme,1
du,charron,1
copeaux,blancs,1
à,fromentin,1
martin,oh,1
pour,soi,1
anglais,avant,1
lendemain,la,1
lourdement,posés,1
fois,ce,1
épave,qu,1
la,mansarde,1
ouvrit,à,1
éclairé,par,1
mil,huit,1
éveilla,en,1
bataille,après,1
des,pelles,1
creuser,des,1
longues,il,1
ombre,sa,1
désormais,plus,1
sec,lorsqu,1
chaise,du,1
facile,dit-il,1
allait,tout,1
déchirant,les,1
un,gémissement,1
lui,gerçait,1
approchait,déjà,1
réponse,harassé,1
repoussés,contre,1
coeur,le,1
compagnon,m,1
lorsque,de,1
enfants,la,1
suivants,un,1
qui,entourait,1
visage,effacé,1
blanche,jusqu,1
reprocha,vivement,1
hâte,d,1
assister,et,1
fiancée,ne,1
dernière,limite,1
fidèle,il,1
retrouva,tout,1
charge,des,1
inconnu,on,1
fatiguer,de,1
tout,disparut,1
étais,trompé,1
nous,coucher,1
place,derrière,1
leur,assaut,1
écouté,jusque-là,1
petites,ruelles,1
son,index,1
pas,finie,1
la,mêlée,1
un,vrai,1
tirer,une,1
réussi,il,1
fusil,chargé,1
avait,précisé,1
oreille,puis,1
moustache,pâle,1
il,irait,1
m,imposait,1
village,mais,1
il,étranglait,1
et,quérir,1
doit,pas,1
trompe,puisqu,1
muet,et,1
jardin,ni,1
m,expliquer,1
est,promis,1
sûr,n,1
seuil,nous,1
me,permettaient,1
cahotante,et,1
vie,a,1
vois,que,1
elle,apporte,1
un,nouvel,1
troisième,partie,1
cher,en,1
verres,sans,1
certains,mots,1
châteaux,voisins,1
enseignerais,les,1
monde,comme,1
dors,fit-elle,1
faisait,le,1
on,achetât,1
d,assurance,1
décontenancé,sentant,1
lequel,je,1
m,envoyait,1
avertir,ta,1
aimable,sa,1
chemins,qu,1
pelouse,les,1
deux,êtres,1
reviendra-t-,il,1
éloignement,cette,1
piétinement,comme,1
envoyer,rouler,1
est,entrepreneur,1
ancien,du,1
elle,plaira,1
votre,main,1
et,encore:,1
cou,cette,1
de,nervosité,1
soudain,descendue,1
saccagé,l,1
un,mariage,1
une,demi-lieue,1
merveilleux,et,1
ombre,commençante,1
moi,ses,1
me,rendis,1
sapins,derrière,1
détacher,du,1
attente,rien,1
faire,descendre,1
midi,d,1
arrivées,avec,1
carton,alignées,1
sommes,allés,1
suite,tous,1
instant:,il,1
espoir,tout,1
juin,lorsqu,1
que,coûte,1
main,ouverte,1
potager,de,1
était,inconnu,1
demi-jour,sa,1
écoutais,plus,1
eu,grand,1
sourire,dans,1
repris,tout,1
faire,plaisir,1
il,planta,1
soucier,de,1
soufflet,de,1
boueux,dans,1
durant,une,1
ruisseau,dans,1
justice,chapitre,1
carriole,avec,1
poêle,rougi,1
été,imbécile,1
de,paletot,1
fis-je,enhardi,1
chose,une,1
le,trou,1
aspira,l,1
mener,vers,1
soudain,avec,1
kilomètres,mais,1
évier,se,1
brave,homme,1
parvenu,à,1
basse,lorsqu,1
accroupit,et,1
voiture,sur,1
se,demander,1
ferrés,firent,1
temps,qu,1
des,redingotes,1
branches,devant,1
bientôt,dîner,1
ton,le,1
débonnaires,tels,1
en,habit,1
matin,le,1
une,écume,1
beau,jardin,1
formaient,et,1
rencontre,et,1
appuyant,de,1
xvi,frantz,1
avança,la,1
table,chercha,1
pas,adieu,1
lanterne,à,1
tout,deviendrait,1
battant,brusquement,1
justement,un,1
nettement,deux,1
un,évidemment,1
seurel,inspectait,1
me,disant:,1
reins,en,1
heures,arrivèrent,1
le,reverrions,1
vos,habits,1
d,admiration,1
père,ni,1
une,adresse,1
ancienne,se,1
vides,et,1
oncle,en,1
lendemain,soir,1
rideaux,la,1
filer,entre,1
lui,permettaient,1
matin,à,1
arriva,il,1
narguer,le,1
servirait,d,1
aperçoit,comme,1
un,rond,1
enivre,ainsi,1
interminablement,et,1
cordes,et,1
nous,conduisit,1
quoi,dit,1
que,répand,1
léger,de,1
sais,a-t-elle,1
confidence,quoi,1
en,septembre,1
demandais,l,1
autre,sport,1
nous,à,1
sommet,de,1
pense,dit-il,1
excentrique,qui,1
tenait,lieu,1
fêtes,pour,1
grâce,s,1
de,découragement,1
parle,bien,1
ma,bicyclette,1
elle,faire,1
elle-même:,je,1
revenais,d,1
jour,qui,1
écrit,encore,1
restait,encore,1
présage,impression,1
avait,enseigné,1
illustrés,les,1
nous,attendions,1
bref,instant,1
ah,faisait,1
sourire,tristement:,1
plutôt,pour,1
enfant,ils,1
solitaire,et,1
me,gardai,1
bas,où,1
compagnie,de,1
duvet,qu,1
pêche,au,1
lui,comme,1
accouchement,avait,1
accoudé,près,1
pâle,toute,1
parus,enfin,1
les,tiroirs,1
me,mis,1
brève:,vous,1
déserte,je,1
un,indice,1
inquiet,pourtant,1
est,furieux,1
mal,elle,1
les,bougies,1
valentine,en,1
pensai-je,c,1
amis,qu,1
voix,brève,1
voyait,tout,1
la,fit,1
hangar,la,1
engager,la,1
il,soulevait,1
regardé,comme,1
seurel,leur,1
le,timbre,1
dîner,fini,1
un,encrier,1
le,tic,1
hardi,qu,1
ouvris,a,1
je,gagne,1
fuite,même,1
vieux,rubans,1
artifice,du,1
derniers,gamins,1
a,éteint,1
et,celui-,1
noire,dans,1
avaient,passé,1
évasion,a,1
de,pierres,1
train,pour,1
son,soulier,1
violent,de,1
pupitres,il,1
pensionnaire,c,1
vas,être,1
basse,où,1
il,acceptait,1
brusques,coups,1
saut,du,1
faisait,déjà,1
épines,les,1
être,trois,1
le,permettra-t-on,1
je,dormirai,1
étaient,chargés,1
instant,très,1
travail,les,1
rendus,tout,1
beau,feu,1
marins,près,1
aisé,de,1
un,tisserand,1
étrange,histoire,1
était,fête,1
longuement,qu,1
été,aux,1
lorsqu,elles,1
elle,prononçait,1
prononçait,chaque,1
nom,que,1
taillée,de,1
une,douleur,1
s,égayer,1
vous,voici,1
fête,est,1
un,corps,1
marchez,un,1
prouver,que,1
ennemis,de,1
visage,fin,1
élèves,ordinaires,1
du,manche,1
qui,négligemment,1
de,lances,1
les,renseignements,1
ont,su,1
insupportable,grasseyement,1
étouffés,à,1
malheureux,disait,1
avec,fièvre,1
meaulnes,affolé,1
seurel,arriva,1
moucheboeuf,qui,1
chargé,à,1
renoncer,à,1
je,trahis,1
vite,fait,1
revenaient,du,1
air,traversent,1
des,troisièmes,1
eus,l,1
vaut,mieux,1
abandonner,entre,1
delouche,un,1
baigner,au,1
beaucoup,comme,1
eau-de-vie,de,1
plutôt,de,1
confié,le,1
basse,quelques,1
ferez,sans,1
pourras,amener,1
pathétique,qu,1
mon,absence,1
naguère,encore,1
peupliers,du,1
ruisseau,le,1
coups,montrant,1
ses,très,1
cousait,des,1
maison,carrée,1
